TS1,TS2
3.064,1.489
3.105,1.317
3.138,1.172
3.18,1.072
3.227,1.004
3.266,0.981
3.315,1.007
3.357,1.067
3.397,1.174
3.441,1.321
3.481,1.508
3.52,1.723
3.555,1.978
3.585,2.25
3.614,2.545
3.641,2.861
3.655,3.178
3.668,3.5
3.677,3.817
3.686,4.134
3.682,4.426
3.678,4.701
3.664,4.951
3.651,5.165
3.625,5.345
3.608,5.499
3.573,5.596
3.534,5.652
3.497,5.667
3.457,5.642
3.412,5.58
3.367,5.478
3.32,5.337
3.265,5.159
3.224,4.968
3.171,4.748
3.126,4.521
3.079,4.282
3.031,4.035
2.987,3.792
2.948,3.56
2.916,3.339
2.885,3.135
2.855,2.95
2.837,2.793
2.825,2.655
2.815,2.546
2.806,2.457
2.812,2.397
2.82,2.357
2.834,2.339
2.854,2.337
2.882,2.347
2.915,2.372
2.952,2.403
2.99,2.437
3.039,2.475
3.09,2.516
3.148,2.555
3.206,2.597
3.267,2.629
3.331,2.66
3.393,2.684
3.461,2.715
3.524,2.741
3.59,2.765
3.654,2.791
3.715,2.817
3.774,2.836
3.83,2.864
3.879,2.888
3.924,2.911
3.97,2.93
4.005,2.949
4.036,2.957
4.06,2.961
4.083,2.963
4.091,2.949
4.093,2.926
4.093,2.898
4.085,2.856
4.07,2.809
4.05,2.757
4.02,2.697
3.988,2.641
3.948,2.582
3.9,2.533
3.846,2.488
3.793,2.458
3.739,2.446
3.669,2.451
3.605,2.477
3.535,2.53
3.465,2.602
3.388,2.696
3.314,2.817
3.242,2.952
3.165,3.106
3.092,3.272
3.021,3.448
2.952,3.622
2.88,3.796
2.818,3.963
2.755,4.12
2.695,4.262
2.64,4.377
2.59,4.479
2.541,4.552
2.497,4.603
2.467,4.629
2.43,4.627
2.403,4.605
2.385,4.567
2.37,4.516
2.358,4.456
2.352,4.373
2.354,4.301
2.356,4.226
2.368,4.157
2.384,4.092
2.402,4.028
2.429,3.975
2.457,3.931
2.485,3.9
2.524,3.872
2.556,3.847
2.606,3.832
2.65,3.81
2.699,3.796
2.751,3.781
2.803,3.757
2.858,3.73
2.916,3.698
2.974,3.664
3.033,3.62
3.087,3.568
3.154,3.524
3.214,3.481
3.275,3.436
3.333,3.394
3.392,3.359
3.453,3.335
3.507,3.319
3.563,3.313
3.615,3.317
3.669,3.339
3.714,3.362
3.766,3.401
3.81,3.443
3.853,3.485
3.893,3.533
3.93,3.58
3.96,3.625
3.992,3.66
4.021,3.687
4.041,3.701
4.065,3.708
4.084,3.703
4.094,3.691
4.106,3.667
4.118,3.642
4.12,3.605
4.122,3.571
4.123,3.533
4.12,3.505
4.11,3.476
4.101,3.45
4.09,3.439
4.078,3.44
4.062,3.442
4.042,3.453
4.025,3.471
4.003,3.485
3.989,3.514
3.962,3.524
3.942,3.538
3.919,3.536
3.9,3.531
3.877,3.507
3.855,3.466
3.83,3.403
3.807,3.326
3.788,3.232
3.769,3.125
3.75,3.005
3.735,2.877
3.718,2.746
3.701,2.611
3.686,2.482
3.672,2.36
3.658,2.254
3.645,2.164
3.635,2.1
3.625,2.057
3.616,2.039
3.601,2.047
3.595,2.082
3.583,2.141
3.576,2.224
3.57,2.331
3.556,2.45
3.545,2.588
3.533,2.735
3.523,2.887
3.513,3.04
3.487,3.192
3.473,3.341
3.455,3.481
3.435,3.608
3.416,3.725
3.393,3.834
3.365,3.926
3.337,4.009
3.314,4.084
3.282,4.142
3.251,4.2
3.217,4.244
3.184,4.292
3.146,4.329
3.112,4.364
3.079,4.407
3.041,4.445
3.003,4.486
2.974,4.534
2.939,4.581
2.902,4.635
2.87,4.688
2.84,4.737
2.813,4.791
2.784,4.842
2.759,4.892
2.742,4.942
2.721,4.98
2.706,5.015
2.693,5.044
2.686,5.059
2.685,5.075
2.69,5.08
2.695,5.075
2.701,5.066
2.713,5.046
2.735,5.028
2.762,5.005
2.789,4.978
2.819,4.947
2.86,4.928
2.898,4.902
2.944,4.884
2.999,4.874
3.05,4.87
3.111,4.873
3.174,4.89
3.239,4.912
3.302,4.939
3.377,4.975
3.45,5.017
3.522,5.065
3.6,5.114
3.677,5.154
3.755,5.196
3.837,5.234
3.92,5.262
3.994,5.277
4.08,5.273
4.158,5.263
4.238,5.231
4.311,5.181
4.387,5.108
4.467,5.025
4.532,4.91
4.605,4.794
4.676,4.663
4.74,4.519
4.803,4.367
4.862,4.209
4.92,4.055
4.969,3.895
5.021,3.751
5.067,3.616
5.11,3.499
5.151,3.398
5.179,3.307
5.213,3.243
5.237,3.195
5.261,3.172
5.28,3.17
5.296,3.19
5.303,3.224
5.311,3.281
5.312,3.346
5.308,3.426
5.304,3.515
5.295,3.611
5.279,3.706
5.263,3.808
5.242,3.909
5.219,4.005
5.193,4.095
5.162,4.18
5.128,4.257
5.093,4.32
5.052,4.374
5.013,4.421
4.97,4.451
4.926,4.479
4.879,4.487
4.834,4.497
4.782,4.481
4.739,4.471
4.685,4.448
4.635,4.409
4.589,4.371
4.535,4.32
4.487,4.262
4.439,4.197
4.397,4.129
4.35,4.049
4.304,3.967
4.261,3.876
4.225,3.787
4.188,3.69
4.149,3.58
4.119,3.476
4.092,3.371
4.066,3.259
4.038,3.152
4.019,3.043
4.006,2.942
3.987,2.842
3.975,2.749
3.965,2.671
3.954,2.593
3.952,2.531
3.945,2.477
3.941,2.441
3.945,2.414
3.943,2.402
3.944,2.404
3.948,2.42
3.95,2.45
3.952,2.497
3.953,2.551
3.954,2.618
3.955,2.7
3.949,2.785
3.948,2.884
3.947,2.991
3.941,3.099
3.931,3.221
3.919,3.344
3.904,3.467
3.889,3.596
3.868,3.723
3.842,3.857
3.82,3.99
3.788,4.117
3.763,4.253
3.725,4.385
3.691,4.509
3.646,4.633
3.61,4.752
3.57,4.86
3.528,4.959
3.484,5.048
3.442,5.131
3.398,5.191
3.349,5.239
3.309,5.27
3.264,5.275
3.225,5.258
3.188,5.216
3.154,5.161
3.124,5.078
3.088,4.968
3.064,4.84
3.045,4.697
3.027,4.531
3.011,4.353
3.011,4.174
3.004,3.984
3.005,3.794
3.015,3.613
3.031,3.444
3.048,3.292
3.072,3.156
3.107,3.051
3.139,2.967
3.175,2.911
3.223,2.893
3.268,2.895
3.32,2.934
3.377,3.003
3.433,3.089
3.491,3.2
3.554,3.32
3.62,3.463
3.686,3.598
3.747,3.742
3.811,3.869
3.879,3.987
3.937,4.089
3.999,4.165
4.059,4.222
4.111,4.247
4.164,4.249
4.216,4.226
4.263,4.181
4.305,4.114
4.339,4.031
4.374,3.933
4.403,3.827
4.422,3.725
4.438,3.622
4.455,3.529
4.462,3.45
4.468,3.387
4.467,3.348
4.459,3.322
4.447,3.321
4.43,3.341
4.414,3.377
4.387,3.428
4.364,3.495
4.337,3.572
4.31,3.651
4.272,3.721
4.241,3.792
4.206,3.849
4.164,3.885
4.128,3.909
4.091,3.909
4.055,3.894
4.013,3.852
3.979,3.79
3.945,3.714
3.912,3.621
3.88,3.513
3.845,3.398
3.818,3.282
3.792,3.168
3.768,3.065
3.74,2.965
3.723,2.892
3.703,2.831
3.685,2.79
3.667,2.777
3.657,2.785
3.646,2.816
3.628,2.865
3.627,2.946
3.616,3.034
3.607,3.139
3.599,3.257
3.588,3.383
3.582,3.509
3.574,3.641
3.568,3.772
3.564,3.898
3.553,4.014
3.549,4.133
3.528,4.233
3.527,4.335
3.516,4.424
3.506,4.512
3.492,4.591
3.48,4.663
3.459,4.728
3.446,4.8
3.43,4.86
3.415,4.922
3.398,4.985
3.381,5.043
3.364,5.095
3.349,5.144
3.335,5.192
3.321,5.228
3.306,5.258
3.295,5.284
3.284,5.288
3.279,5.292
3.274,5.278
3.275,5.246
3.275,5.205
3.28,5.145
3.285,5.077
3.302,4.99
3.314,4.898
3.338,4.792
3.358,4.678
3.384,4.557
3.418,4.432
3.453,4.305
3.493,4.171
3.538,4.042
3.587,3.913
3.639,3.788
3.693,3.662
3.752,3.544
3.813,3.43
3.876,3.323
3.934,3.218
4.004,3.122
4.075,3.038
4.145,2.961
4.21,2.885
4.275,2.817
4.346,2.761
4.411,2.718
4.473,2.684
4.53,2.658
4.59,2.651
4.647,2.661
4.694,2.676
4.741,2.707
4.783,2.75
4.815,2.811
4.843,2.879
4.871,2.964
4.887,3.06
4.905,3.172
4.904,3.281
4.903,3.395
4.897,3.519
4.881,3.642
4.866,3.767
4.842,3.889
4.808,4.006
4.766,4.112
4.722,4.213
4.673,4.305
4.618,4.377
4.559,4.447
4.502,4.497
4.438,4.536
4.369,4.561
4.296,4.564
4.225,4.557
4.153,4.537
4.075,4.504
4.006,4.456
3.932,4.399
3.858,4.33
3.786,4.249
3.722,4.166
3.652,4.075
3.586,3.976
3.538,3.893
3.478,3.797
3.43,3.717
3.383,3.631
3.342,3.567
3.305,3.506
3.274,3.463
3.245,3.425
3.228,3.413
3.212,3.412
3.2,3.433
3.2,3.465
3.198,3.513
3.205,3.576
3.212,3.642
3.232,3.727
3.251,3.817
3.271,3.91
3.296,4
3.325,4.093
3.355,4.179
3.388,4.251
3.424,4.326
3.465,4.38
3.504,4.422
3.544,4.454
3.586,4.473
3.623,4.477
3.661,4.466
3.7,4.451
3.739,4.427
3.773,4.394
3.805,4.358
3.837,4.322
3.872,4.293
3.898,4.258
3.923,4.233
3.949,4.215
3.969,4.205
3.989,4.204
3.998,4.209
4.011,4.227
4.022,4.256
4.031,4.292
4.039,4.341
4.038,4.389
4.044,4.444
4.044,4.496
4.046,4.559
4.039,4.618
4.036,4.68
4.032,4.737
4.023,4.784
4.02,4.841
4.013,4.884
4.012,4.92
4.005,4.951
4.002,4.98
3.995,5
3.996,5.018
3.992,5.031
3.987,5.03
3.994,5.036
4,5.028
4.003,5.016
4.008,5.005
4.017,4.99
4.025,4.969
4.039,4.946
4.053,4.919
4.065,4.883
4.087,4.856
4.106,4.821
4.126,4.776
4.151,4.742
4.179,4.696
4.203,4.648
4.231,4.598
4.262,4.544
4.295,4.5
4.322,4.446
4.351,4.389
4.391,4.341
4.418,4.283
4.453,4.231
4.487,4.178
4.523,4.134
4.557,4.086
4.586,4.036
4.619,4.002
4.652,3.957
4.677,3.922
4.71,3.888
4.729,3.858
4.761,3.835
4.781,3.814
4.803,3.792
4.822,3.783
4.839,3.77
4.852,3.76
4.869,3.755
4.878,3.75
4.892,3.757
4.892,3.751
4.896,3.764
4.895,3.771
4.894,3.78
4.893,3.795
4.887,3.818
4.875,3.832
4.862,3.846
4.846,3.87
4.838,3.891
4.815,3.904
4.794,3.918
4.775,3.932
4.748,3.934
4.727,3.937
4.696,3.93
4.674,3.92
4.644,3.894
4.614,3.86
4.583,3.816
4.555,3.766
4.526,3.697
4.494,3.623
4.461,3.536
4.436,3.448
4.408,3.354
4.371,3.243
4.344,3.142
4.314,3.035
4.285,2.927
4.257,2.824
4.233,2.72
4.213,2.633
4.186,2.544
4.163,2.476
4.136,2.404
4.121,2.356
4.104,2.316
4.077,2.274
4.056,2.255
4.043,2.239
4.025,2.231
4.007,2.231
3.989,2.237
3.972,2.245
3.951,2.255
3.937,2.27
3.922,2.285
3.902,2.306
3.887,2.325
3.862,2.342
3.837,2.361
3.815,2.383
3.791,2.406
3.764,2.434
3.736,2.467
3.704,2.502
3.669,2.549
3.638,2.599
3.603,2.657
3.564,2.733
3.528,2.811
3.486,2.9
3.442,3.001
3.395,3.11
3.345,3.23
3.302,3.355
3.251,3.484
3.195,3.616
3.145,3.746
3.088,3.876
3.038,4.008
2.978,4.125
2.926,4.234
2.873,4.335
2.816,4.426
2.769,4.499
2.717,4.565
2.664,4.611
2.615,4.646
2.57,4.673
2.529,4.685
2.489,4.688
2.447,4.684
2.419,4.677
2.388,4.667
2.364,4.663
2.342,4.66
2.325,4.67
2.311,4.676
2.302,4.71
2.297,4.741
2.298,4.792
2.306,4.859
2.319,4.937
2.334,5.016
2.356,5.113
2.384,5.224
2.417,5.331
2.459,5.443
2.501,5.554
2.551,5.665
2.599,5.756
2.654,5.844
2.713,5.911
2.786,5.975
2.851,6.006
2.927,6.028
2.998,6.019
3.083,6.001
3.168,5.957
3.248,5.892
3.34,5.813
3.429,5.719
3.521,5.609
3.612,5.477
3.703,5.349
3.799,5.208
3.896,5.066
3.991,4.922
4.088,4.78
4.176,4.64
4.273,4.504
4.362,4.381
4.453,4.257
4.539,4.155
4.627,4.059
4.714,3.977
4.791,3.913
4.875,3.865
4.945,3.825
5.022,3.811
5.088,3.804
5.154,3.813
5.212,3.835
5.269,3.874
5.321,3.922
5.366,3.979
5.41,4.041
5.451,4.113
5.481,4.183
5.51,4.254
5.536,4.322
5.553,4.381
5.57,4.436
5.578,4.472
5.585,4.503
5.588,4.516
5.58,4.509
5.574,4.493
5.56,4.45
5.541,4.395
5.522,4.329
5.498,4.249
5.471,4.161
5.44,4.063
5.403,3.958
5.365,3.854
5.331,3.758
5.285,3.661
5.243,3.577
5.199,3.497
5.155,3.436
5.105,3.389
5.053,3.352
5.005,3.33
4.955,3.328
4.904,3.33
4.855,3.349
4.801,3.371
4.752,3.4
4.702,3.43
4.656,3.463
4.609,3.494
4.559,3.515
4.512,3.532
4.464,3.535
4.419,3.53
4.378,3.514
4.336,3.501
4.294,3.464
4.254,3.435
4.215,3.4
4.182,3.366
4.145,3.33
4.109,3.311
4.075,3.302
4.041,3.296
4.006,3.309
3.975,3.341
3.948,3.394
3.919,3.457
3.888,3.547
3.862,3.65
3.829,3.768
3.808,3.891
3.779,4.03
3.754,4.165
3.73,4.31
3.708,4.444
3.682,4.565
3.659,4.678
3.637,4.772
3.622,4.848
3.604,4.898
3.579,4.925
3.568,4.928
3.55,4.9
3.538,4.847
3.524,4.766
3.517,4.665
3.515,4.55
3.503,4.408
3.505,4.259
3.498,4.1
3.505,3.935
3.505,3.767
3.507,3.599
3.514,3.434
3.529,3.28
3.538,3.137
3.557,3.004
3.569,2.882
3.589,2.78
3.611,2.697
3.635,2.63
3.658,2.578
3.68,2.54
3.71,2.531
3.734,2.528
3.76,2.544
3.788,2.576
3.819,2.625
3.849,2.69
3.874,2.758
3.9,2.847
3.923,2.935
3.953,3.043
3.974,3.155
3.997,3.266
4.013,3.384
4.032,3.507
4.042,3.617
4.052,3.723
4.062,3.822
4.066,3.91
4.069,3.989
4.062,4.048
4.06,4.089
4.055,4.119
4.047,4.126
4.031,4.117
4.013,4.084
3.993,4.034
3.97,3.971
3.942,3.893
3.915,3.8
3.885,3.706
3.854,3.602
3.821,3.502
3.779,3.395
3.744,3.304
3.709,3.221
3.671,3.146
3.633,3.091
3.596,3.049
3.556,3.027
3.524,3.027
3.484,3.044
3.456,3.073
3.42,3.125
3.392,3.187
3.364,3.26
3.338,3.338
3.316,3.43
3.298,3.518
3.28,3.597
3.269,3.686
3.258,3.762
3.247,3.821
3.245,3.867
3.236,3.896
3.242,3.913
3.245,3.907
3.255,3.886
3.261,3.846
3.275,3.785
3.285,3.712
3.303,3.618
3.322,3.517
3.336,3.403
3.362,3.288
3.383,3.168
3.402,3.041
3.421,2.917
3.448,2.807
3.469,2.697
3.491,2.604
3.508,2.518
3.529,2.457
3.545,2.412
3.566,2.387
3.579,2.386
3.587,2.4
3.604,2.449
3.611,2.511
3.621,2.601
3.619,2.701
3.624,2.831
3.62,2.965
3.62,3.118
3.61,3.272
3.603,3.441
3.588,3.603
3.577,3.764
3.568,3.927
3.547,4.073
3.529,4.217
3.509,4.334
3.482,4.435
3.459,4.522
3.434,4.586
3.41,4.628
3.387,4.645
3.358,4.645
3.33,4.617
3.306,4.587
3.278,4.527
3.255,4.455
3.228,4.375
3.206,4.289
3.188,4.193
3.165,4.097
3.149,4.008
3.132,3.92
3.12,3.843
3.105,3.764
3.101,3.708
3.095,3.666
3.09,3.626
3.094,3.612
3.095,3.602
3.099,3.61
3.104,3.629
3.117,3.659
3.132,3.695
3.149,3.745
3.167,3.79
3.191,3.845
3.214,3.892
3.241,3.95
3.268,3.996
3.297,4.037
3.329,4.078
3.361,4.108
3.397,4.139
3.43,4.159
3.466,4.169
3.505,4.176
3.539,4.181
3.574,4.173
3.613,4.169
3.65,4.163
3.684,4.159
3.72,4.147
3.755,4.136
3.783,4.133
3.815,4.121
3.855,4.121
3.889,4.125
3.916,4.124
3.941,4.123
3.97,4.121
4,4.122
4.022,4.112
4.047,4.099
4.066,4.075
4.093,4.048
4.11,4.008
4.124,3.947
4.142,3.881
4.158,3.793
4.174,3.689
4.187,3.576
4.197,3.45
4.211,3.307
4.22,3.155
4.233,2.998
4.236,2.835
4.245,2.669
4.254,2.51
4.256,2.356
4.256,2.206
4.258,2.086
4.261,1.976
4.257,1.892
4.257,1.833
4.253,1.81
4.25,1.809
4.241,1.843
4.233,1.904
4.22,2.001
4.209,2.118
4.195,2.267
4.174,2.435
4.155,2.614
4.131,2.812
4.108,3.01
4.081,3.217
4.047,3.417
4.02,3.613
3.985,3.79
3.948,3.948
3.902,4.082
3.864,4.197
3.82,4.293
3.775,4.348
3.727,4.386
3.675,4.396
3.623,4.384
3.574,4.353
3.518,4.304
3.463,4.243
3.41,4.171
3.36,4.101
3.307,4.021
3.252,3.954
3.2,3.889
3.155,3.834
3.106,3.799
3.058,3.767
3.013,3.756
2.971,3.758
2.934,3.774
2.898,3.797
2.865,3.831
2.839,3.865
2.821,3.918
2.798,3.957
2.779,3.999
2.775,4.038
2.771,4.073
2.772,4.103
2.774,4.116
2.781,4.126
2.793,4.12
2.813,4.11
2.832,4.093
2.859,4.073
2.888,4.044
2.92,4.022
2.953,3.993
2.996,3.974
3.04,3.956
3.088,3.956
3.13,3.958
3.181,3.971
3.226,4
3.275,4.033
3.331,4.079
3.383,4.135
3.437,4.2
3.488,4.272
3.539,4.34
3.59,4.414
3.642,4.485
3.689,4.552
3.735,4.607
3.783,4.652
3.825,4.69
3.868,4.709
3.906,4.714
3.939,4.704
3.97,4.672
4.007,4.63
4.036,4.573
4.06,4.499
4.089,4.419
4.113,4.328
4.133,4.233
4.153,4.131
4.169,4.028
4.181,3.933
4.201,3.844
4.209,3.759
4.221,3.688
4.225,3.627
4.236,3.579
4.239,3.547
4.248,3.535
4.251,3.539
4.259,3.557
4.256,3.588
4.263,3.635
4.268,3.692
4.265,3.757
4.27,3.83
4.266,3.906
4.266,3.979
4.272,4.061
4.27,4.127
4.268,4.189
4.268,4.246
4.264,4.294
4.261,4.33
4.261,4.347
4.258,4.365
4.253,4.365
4.248,4.358
4.245,4.345
4.235,4.319
4.225,4.288
4.228,4.268
4.216,4.24
4.21,4.213
4.197,4.194
4.187,4.176
4.184,4.178
4.171,4.184
4.165,4.198
4.153,4.227
4.137,4.254
4.128,4.295
4.121,4.341
4.109,4.387
4.101,4.434
4.09,4.484
4.082,4.516
4.071,4.543
4.066,4.564
4.06,4.57
4.054,4.558
4.055,4.53
4.05,4.485
4.051,4.423
4.047,4.345
4.049,4.251
4.05,4.142
4.059,4.025
4.065,3.904
4.076,3.775
4.082,3.649
4.094,3.524
4.104,3.411
4.116,3.302
4.128,3.208
4.146,3.14
4.161,3.08
4.174,3.043
4.188,3.024
4.2,3.022
4.215,3.04
4.232,3.077
4.237,3.124
4.253,3.194
4.26,3.267
4.271,3.353
4.277,3.451
4.279,3.555
4.28,3.659
4.281,3.772
4.278,3.887
4.274,4.005
4.265,4.13
4.253,4.254
4.234,4.372
4.218,4.504
4.199,4.637
4.175,4.771
4.153,4.913
4.125,5.056
4.091,5.197
4.063,5.341
4.032,5.481
3.997,5.617
3.962,5.743
3.931,5.866
3.894,5.973
3.86,6.066
3.828,6.14
3.796,6.189
3.768,6.215
3.739,6.216
3.711,6.185
3.693,6.131
3.674,6.046
3.656,5.927
3.652,5.791
3.639,5.624
3.64,5.43
3.639,5.221
3.648,5.002
3.658,4.765
3.686,4.535
3.707,4.291
3.731,4.059
3.77,3.836
3.807,3.625
3.853,3.438
3.902,3.267
3.954,3.125
4.008,3.015
4.07,2.926
4.132,2.867
4.196,2.841
4.264,2.841
4.331,2.876
4.401,2.927
4.471,3.001
4.537,3.097
4.609,3.207
4.674,3.336
4.741,3.473
4.798,3.608
4.861,3.754
4.912,3.89
4.971,4.028
5.012,4.156
5.055,4.281
5.092,4.391
5.121,4.487
5.149,4.577
5.161,4.646
5.171,4.701
5.178,4.747
5.18,4.779
5.171,4.791
5.157,4.792
5.137,4.778
5.114,4.75
5.084,4.712
5.05,4.661
5.01,4.604
4.967,4.532
4.916,4.456
4.864,4.375
4.812,4.282
4.756,4.191
4.697,4.092
4.638,3.994
4.577,3.895
4.518,3.803
4.461,3.713
4.401,3.633
4.346,3.556
4.287,3.488
4.231,3.431
4.182,3.388
4.137,3.358
4.09,3.342
4.048,3.338
4.009,3.345
3.976,3.37
3.946,3.401
3.921,3.443
3.893,3.498
3.879,3.561
3.86,3.622
3.848,3.694
3.836,3.762
3.831,3.832
3.828,3.905
3.829,3.975
3.831,4.044
3.829,4.099
3.835,4.162
3.842,4.214
3.846,4.261
3.862,4.313
3.869,4.355
3.877,4.398
3.88,4.432
3.894,4.473
3.901,4.515
3.907,4.548
3.92,4.588
3.919,4.621
3.927,4.652
3.937,4.688
3.933,4.713
3.94,4.742
3.944,4.758
3.945,4.773
3.945,4.764
3.948,4.759
3.948,4.735
3.95,4.7
3.945,4.645
3.949,4.579
3.944,4.491
3.954,4.401
3.955,4.281
3.959,4.153
3.963,4.014
3.967,3.859
3.977,3.702
3.99,3.534
3.997,3.361
4.01,3.194
4.021,3.025
4.031,2.862
4.052,2.711
4.072,2.57
4.09,2.45
4.112,2.343
4.132,2.259
4.154,2.195
4.179,2.16
4.204,2.146
4.224,2.154
4.246,2.195
4.27,2.254
4.287,2.336
4.305,2.441
4.325,2.562
4.341,2.694
4.352,2.836
4.367,2.988
4.374,3.137
4.377,3.283
4.376,3.418
4.372,3.543
4.365,3.647
4.355,3.741
4.34,3.809
4.323,3.852
4.296,3.872
4.269,3.867
4.242,3.849
4.205,3.805
4.166,3.747
4.123,3.673
4.073,3.588
4.028,3.505
3.974,3.421
3.914,3.339
3.859,3.275
3.803,3.228
3.74,3.193
3.679,3.178
3.616,3.187
3.558,3.229
3.492,3.28
3.435,3.365
3.367,3.456
3.316,3.574
3.259,3.692
3.204,3.824
3.155,3.953
3.108,4.083
3.06,4.2
3.024,4.308
2.988,4.396
2.954,4.455
2.926,4.503
2.906,4.521
2.891,4.517
2.875,4.488
2.871,4.436
2.866,4.363
2.869,4.273
2.871,4.173
2.883,4.062
2.903,3.947
2.923,3.837
2.942,3.715
2.973,3.616
3.001,3.524
3.03,3.433
3.07,3.375
3.109,3.321
3.148,3.287
3.19,3.262
3.23,3.265
3.278,3.278
3.323,3.307
3.365,3.341
3.407,3.39
3.45,3.443
3.493,3.514
3.535,3.574
3.573,3.65
3.61,3.726
3.649,3.804
3.682,3.889
3.711,3.967
3.738,4.05
3.763,4.136
3.79,4.224
3.805,4.303
3.824,4.393
3.836,4.474
3.843,4.554
3.857,4.636
3.855,4.705
3.863,4.779
3.867,4.851
3.865,4.907
3.857,4.953
3.852,4.999
3.844,5.027
3.836,5.048
3.827,5.059
3.818,5.057
3.811,5.045
3.801,5.024
3.794,4.998
3.788,4.958
3.784,4.917
3.78,4.867
3.773,4.81
