id,creation_time,failed,failed_reason,time_of_death,property1,property2,property3,property4,property5,details,assignment_id,event_type,class
1,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKEAAEAgTF5A==""]]}",False,,,,,,,,{},68f0364134e33960b6a62ccb,AssignmentReturned,Notification
2,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKEAAFFgUJbQ==""]]}",False,,,,,,,,{},68f0362d1f84f5bf0edcd028,RecruiterSubmissionComplete,Notification
3,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKEAAMAQHnCg==""]]}",False,,,,,,,,{},68f0379bc441ccfc2f2a7508,RecruiterSubmissionComplete,Notification
4,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKEAAOOg1OTA==""]]}",False,,,,,,,,{},68f037267c35259c02352234,RecruiterSubmissionComplete,Notification
5,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKEAARKg6E7A==""]]}",False,,,,,,,,{},68f037a31262c200b29fbe7b,RecruiterSubmissionComplete,Notification
6,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kKEAAYEA44Uw==""]]}",False,,,,,,,,{},68f03a388b0f5c3d38b63703,RecruiterSubmissionComplete,Notification
