arguments,vars,id,creation_time,failed,failed_reason,time_of_death,label,function,pending,finished,time_started,time_finished,time_taken,_unique_key,participant_id,trial_maker_id,network_id,node_id,trial_id,response_id,asset_id,type,redis_job_id,timeout,timeout_scheduled_for,cancelled,class,object_type
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 19}}}",{},1,2025-10-16 00:04:13,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:04:13,2025-10-16 00:04:14,0.5604350753128529,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 19}}}}",1,audio_gibbs_demo,,19,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:09:13,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 20}}}",{},2,2025-10-16 00:04:13,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:04:14,2025-10-16 00:04:14,0.2444300800561905,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 20}}}}",1,audio_gibbs_demo,,20,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:09:13,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 21}}}",{},3,2025-10-16 00:04:33,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:04:33,2025-10-16 00:04:33,0.24164889007806778,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 21}}}}",1,audio_gibbs_demo,,21,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:09:33,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 22}}}",{},4,2025-10-16 00:04:39,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:04:39,2025-10-16 00:04:39,0.26471051946282387,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 22}}}}",1,audio_gibbs_demo,,22,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:09:39,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 23}}}",{},5,2025-10-16 00:04:44,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:04:44,2025-10-16 00:04:45,0.26213163509964943,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 23}}}}",1,audio_gibbs_demo,,23,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:09:44,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 24}}}",{},6,2025-10-16 00:04:51,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:04:51,2025-10-16 00:04:51,0.25730879977345467,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 24}}}}",1,audio_gibbs_demo,,24,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:09:51,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 25}}}",{},7,2025-10-16 00:10:14,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:10:14,2025-10-16 00:10:14,0.25064393877983093,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 25}}}}",4,audio_gibbs_demo,,25,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:15:14,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 26}}}",{},8,2025-10-16 00:10:14,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:10:14,2025-10-16 00:10:14,0.26070353761315346,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 26}}}}",4,audio_gibbs_demo,,26,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:15:14,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 27}}}",{},9,2025-10-16 00:10:24,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:10:24,2025-10-16 00:10:24,0.24615191295742989,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 27}}}}",4,audio_gibbs_demo,,27,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:15:24,False,WorkerAsyncProcess,AsyncProcess
"{""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 28}}}",{},10,2025-10-16 00:10:41,False,,,call_async_on_deploy,"{""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}",False,True,2025-10-16 00:10:41,2025-10-16 00:10:41,0.3609754741191864,"{""label"": ""call_async_on_deploy"", ""function"": {""py/function"": ""psynet.trial.main.TrialNode.call_async_on_deploy""}, ""arguments"": {""self"": {""py/object"": ""dallinger_experiment.experiment.CustomNode"", ""identifiers"": {""id"": 28}}}}",4,audio_gibbs_demo,,28,,,,WorkerAsyncProcess,,300.0,2025-10-16 00:15:41,False,WorkerAsyncProcess,AsyncProcess
