num	folder	filename	time (unix)	opl	contrast
10	WLI_Spectra	2106297U1_0001.Raw8.txt	1659008000.000	13.928008226826565	42.61608166403612
12	WLI_Spectra	2106297U1_0002.Raw8.txt	1659008065.000	13.928008226826565	42.63504191675614
14	WLI_Spectra	2106297U1_0003.Raw8.txt	1659008120.000	13.928008226826565	42.654726690247074
16	WLI_Spectra	2106297U1_0004.Raw8.txt	1659008180.000	13.92630491164657	42.65607223451924
18	WLI_Spectra	2106297U1_0005.Raw8.txt	1659008240.000	13.929711542006562	42.66583946194562
20	WLI_Spectra	2106297U1_0006.Raw8.txt	1659008305.000	13.928008226826565	42.68301752975632
22	WLI_Spectra	2106297U1_0007.Raw8.txt	1659008600.000	13.929711542006562	42.66770813430154
24	WLI_Spectra	2106297U1_0008.Raw8.txt	1659008665.000	13.928008226826565	42.686274640631076
26	WLI_Spectra	2106297U1_0009.Raw8.txt	1659008725.000	13.929711542006562	42.70021980234515
28	WLI_Spectra	2106297U1_0010.Raw8.txt	1659008785.000	13.928008226826565	42.69373998276907
30	WLI_Spectra	2106297U1_0011.Raw8.txt	1659008840.000	13.928008226826565	42.73670849684723
