framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,batch_size,isl,tp_size,step,latency
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,512,1,0,1.506377601623535
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,1024,1,0,2.4944831848144533
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,2048,1,0,5.344441556930542
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,4096,1,0,14.268550395965576
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,8192,1,0,40.739545822143555
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,16384,1,0,136.91706085205078
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,16,1,0,0.8167936027050018
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,32,1,0,0.8276672065258026
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,64,1,0,0.8618687868118287
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,128,1,0,0.9055648028850556
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,256,1,0,1.05936319231987
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,512,1,0,1.739791989326477
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,1024,1,0,3.294611167907715
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,2048,1,0,6.729526329040527
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,4096,1,0,17.29652500152588
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,8192,1,0,50.97271957397461
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,16384,1,0,166.21409301757814
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,16,1,0,0.7934144079685211
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,32,1,0,0.8131839990615845
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,64,1,0,0.8478080093860626
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,128,1,0,0.9634368002414704
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,256,1,0,1.0401407957077027
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,512,1,0,1.7306911945343018
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,1024,1,0,3.400492811203003
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,2048,1,0,7.6760224342346195
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,4096,1,0,20.066012573242187
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,8192,1,0,59.51942367553711
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,7,16384,1,0,194.37399444580078
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,16,1,0,0.8144352078437805
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,32,1,0,0.807510393857956
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,64,1,0,0.8658527970314026
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,128,1,0,0.970684814453125
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,256,1,0,1.2589983940124512
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,512,1,0,1.9418335914611817
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,1024,1,0,3.952128005027771
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,2048,1,0,8.97791347503662
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,4096,1,0,22.878620910644532
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,8192,1,0,67.9968650817871
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,16384,1,0,219.61459045410157
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,16,1,0,0.8329856038093567
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,32,1,0,0.8708799958229065
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,64,1,0,0.9605760037899017
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,128,1,0,1.2342751920223236
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,256,1,0,1.8478560090065002
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,512,1,0,3.6515968084335326
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,1024,1,0,7.886854457855224
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,2048,1,0,18.092102432250975
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,4096,1,0,48.80473937988281
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,8192,1,0,137.33165588378907
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,16,1,0,0.8871584057807922
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,32,1,0,0.9731776058673859
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,64,1,0,1.2695584058761598
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,128,1,0,1.7773824095726014
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,256,1,0,3.434902381896973
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,512,1,0,7.21939525604248
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,1024,1,0,15.515427398681641
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,2048,1,0,36.334659576416016
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,32,4096,1,0,96.95455322265624
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,16,1,0,1.0738240242004395
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,32,1,0,1.3658111929893493
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,64,1,0,1.8611423969268799
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,128,1,0,3.3037247896194457
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,256,1,0,6.773011255264282
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,512,1,0,14.342918395996094
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,1024,1,0,31.089843559265137
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,64,2048,1,0,75.0974967956543
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,128,16,1,0,1.621993601322174
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,128,32,1,0,2.077743983268738
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,128,64,1,0,3.4892415761947633
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,128,128,1,0,6.426015996932984
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,128,256,1,0,13.429247951507568
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,128,512,1,0,28.64570541381836
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,128,1024,1,0,62.895372009277345
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,256,16,1,0,2.4953248262405396
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,256,32,1,0,3.8877312183380126
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,256,64,1,0,6.836675214767456
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,256,128,1,0,13.068809700012206
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,256,256,1,0,26.875145530700685
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,256,512,1,0,58.21814041137695
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,512,16,1,0,4.752886438369751
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,512,32,1,0,7.59268479347229
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,512,64,1,0,13.713126373291015
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,512,128,1,0,25.752105903625488
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,512,256,1,0,54.31980514526367
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1024,16,1,0,9.334579181671142
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1024,32,1,0,15.322371196746825
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1024,64,1,0,27.72165126800537
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1024,128,1,0,52.2985595703125
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,16,2,0,0.8405791997909546
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,32,2,0,0.82153599858284
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,64,2,0,0.8174399912357331
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,128,2,0,0.829225605726242
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,256,2,0,0.8215455949306488
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,512,2,0,0.8481727957725524
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,1024,2,0,0.8872895956039428
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,2048,2,0,1.0410720109939575
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,4096,2,0,1.6424416184425354
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,8192,2,0,3.9945216178894043
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,16384,2,0,13.54065923690796
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,32768,2,0,44.70334396362305
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,65536,2,0,168.04509887695312
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,1,131072,2,0,663.9742065429688
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,16,2,0,0.8445312023162842
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,32,2,0,0.8478496074676514
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,64,2,0,0.8404544055461883
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,128,2,0,0.8371679961681366
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,256,2,0,0.8737279951572419
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,512,2,0,0.9194751977920532
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,1024,2,0,1.006406420469284
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,2048,2,0,1.4287968158721924
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,4096,2,0,2.940275192260742
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,8192,2,0,8.04861764907837
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,16384,2,0,26.96660785675049
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,32768,2,0,93.61418533325195
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,65536,2,0,342.1193023681641
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,2,131072,2,0,1323.7385986328125
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,16,2,0,0.834175992012024
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,32,2,0,0.8382048010826111
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,64,2,0,0.8448351919651031
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,128,2,0,0.863452798128128
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,256,2,0,0.8776703953742981
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,512,2,0,0.9400703966617584
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,1024,2,0,1.1598111927509307
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,2048,2,0,2.050655961036682
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,4096,2,0,4.336918449401855
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,8192,2,0,12.250035190582276
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,16384,2,0,41.02198104858398
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,32768,2,0,139.42808380126954
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,3,65536,2,0,515.77958984375
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,16,2,0,0.8042624056339264
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,32,2,0,0.8034879982471466
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,64,2,0,0.8202079951763153
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,128,2,0,0.8469280004501343
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,256,2,0,0.9034464001655579
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,512,2,0,0.9927615940570831
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,1024,2,0,1.2658367991447448
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,2048,2,0,2.4430911779403686
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,4096,2,0,6.013372802734375
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,8192,2,0,16.434153747558593
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,16384,2,0,56.9615364074707
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,32768,2,0,190.27227935791015
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,4,65536,2,0,691.3834350585937
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,16,2,0,0.8257887899875641
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,32,2,0,0.8356351971626281
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,64,2,0,0.871727991104126
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,128,2,0,0.8625567972660064
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,256,2,0,0.9091744005680085
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,512,2,0,1.0310688018798828
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,1024,2,0,1.4857856035232544
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,2048,2,0,2.9884896278381348
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,4096,2,0,7.441164779663086
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,8192,2,0,20.359171295166014
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,16384,2,0,70.94573211669922
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,5,32768,2,0,238.9438247680664
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,16,2,0,0.8226303994655609
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,32,2,0,0.839219206571579
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,64,2,0,0.8619200050830841
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,128,2,0,0.8656768023967742
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,256,2,0,0.972025603055954
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,512,2,0,1.1176864087581635
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,1024,2,0,1.8443647980690003
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,2048,2,0,3.512150430679321
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,4096,2,0,8.93472318649292
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,8192,2,0,25.498790168762206
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,16384,2,0,84.90693893432618
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,6,32768,2,0,284.8451171875
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,16,2,0,0.8211872041225433
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,32,2,0,0.8260575950145721
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,64,2,0,0.8443744003772735
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,128,2,0,0.89582080245018
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,256,2,0,0.9866016030311584
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,512,2,0,1.219046401977539
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,1024,2,0,2.211187243461609
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,2048,2,0,4.829961681365967
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,4096,2,0,12.108985328674317
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,8192,2,0,34.16540412902832
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,8,16384,2,0,113.81791763305664
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,16,2,0,0.8337023973464965
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,32,2,0,0.8567391991615295
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,64,2,0,0.9187552034854889
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,128,2,0,0.9756895899772644
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,256,2,0,1.1688896000385285
SGLang,0.5.0,NVIDIA H200,mla_context,flashinfer,fp8_block,fp8,16,512,2,0,2.0946656227111817
