framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,batch_size,isl,tp_size,step,latency
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,16,1,0,0.142086398601532
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,32,1,0,0.15049599409103392
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,64,1,0,0.14851839542388917
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,128,1,0,0.14683200120925904
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,256,1,0,0.14617279767990113
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,512,1,0,0.14674880504608154
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,1024,1,0,0.146451199054718
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,2048,1,0,0.14789119958877564
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,4096,1,0,0.15101439952850343
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,8192,1,0,0.15529919862747193
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,16384,1,0,0.16368000507354735
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,32768,1,0,0.1710271954536438
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,65536,1,0,0.18640960454940797
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,1,131072,1,0,0.21610240936279296
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,16,1,0,0.13895039558410643
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,32,1,0,0.14804480075836182
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,64,1,0,0.14483840465545655
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,128,1,0,0.14344639778137208
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,256,1,0,0.143286395072937
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,512,1,0,0.14300800561904908
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,1024,1,0,0.14472639560699463
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,2048,1,0,0.14767680168151856
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,4096,1,0,0.14845759868621827
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,8192,1,0,0.15312639474868775
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,16384,1,0,0.16022080183029175
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,32768,1,0,0.17560319900512694
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,65536,1,0,0.20576000213623047
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,2,131072,1,0,0.26369280815124513
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,16,1,0,0.12927680015563964
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,32,1,0,0.13912960290908813
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,64,1,0,0.13704960346221923
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,128,1,0,0.13581759929656984
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,256,1,0,0.13565759658813475
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,512,1,0,0.13679039478302002
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,1024,1,0,0.14016640186309814
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,2048,1,0,0.1398527979850769
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,4096,1,0,0.14057600498199463
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,8192,1,0,0.1477023959159851
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,16384,1,0,0.15762879848480224
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,32768,1,0,0.1795616030693054
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,65536,1,0,0.22566399574279786
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,3,131072,1,0,0.30985279083251954
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,16,1,0,0.13381119966506957
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,32,1,0,0.14415040016174316
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,64,1,0,0.14186240434646608
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,128,1,0,0.14014400243759156
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,256,1,0,0.14058560132980347
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,512,1,0,0.14153920412063598
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,1024,1,0,0.14454079866409303
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,2048,1,0,0.14517439603805543
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,4096,1,0,0.1514240026473999
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,8192,1,0,0.15923839807510376
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,16384,1,0,0.17441279888153077
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,32768,1,0,0.20385921001434326
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,65536,1,0,0.2612287998199463
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,4,131072,1,0,0.3735519886016846
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,5,16,1,0,0.13108160495758056
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,5,32,1,0,0.14031679630279542
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,5,64,1,0,0.1386240005493164
SGLang,0.5.0,NVIDIA H200,mla_generation,flashinfer,fp8_block,fp8,5,128,1,0,0.13890559673309327
