framework,version,device,op_name,kernel_source,quant_type,num_token,hidden_size,intermediate_size,avg_ms
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,1,7168,2048,0.3301919996738434
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,2,7168,2048,0.33325119912624357
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,4,7168,2048,0.3221184015274048
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,8,7168,2048,0.32219840586185455
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,16,7168,2048,0.32395520210266116
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,32,7168,2048,0.8431552141904831
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,64,7168,2048,0.34903680086135863
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,128,7168,2048,0.33114240169525144
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,256,7168,2048,0.3291455954313278
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,512,7168,2048,0.32924799621105194
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,1024,7168,2048,0.33795839846134185
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,2048,7168,2048,0.36183360517024993
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,4096,7168,2048,0.4030048012733459
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,8192,7168,2048,0.6556352019309998
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,16384,7168,2048,1.1434112191200256
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,32768,7168,2048,2.2091904401779177
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,65536,7168,2048,4.449110317230224
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,131072,7168,2048,9.055219268798828
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,262144,7168,2048,18.203929901123047
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,524288,7168,2048,36.33675537109375
SGLang,0.5.0,NVIDIA H200,mlp,deepseek_v2,fp8,1048576,7168,2048,74.1014633178711
