framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,4,1,0,0.14007359743118286
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,8,1,0,0.14035520553588868
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,16,1,0,0.13998399972915648
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,32,1,0,0.14953919649124145
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,64,1,0,0.1469215989112854
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,128,1,0,0.14645440578460694
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,256,1,0,0.1444607973098755
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,512,1,0,0.14532480239868165
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,1024,1,0,0.14499839544296264
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,2048,1,0,0.14665600061416625
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,4096,1,0,0.14956480264663696
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,8192,1,0,0.15389440059661866
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,1,16384,1,0,0.16415679454803467
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,4,1,0,0.13904639482498168
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,8,1,0,0.13985600471496581
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,16,1,0,0.13909120559692384
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,32,1,0,0.14958720207214354
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,64,1,0,0.14702719449996948
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,128,1,0,0.1457311987876892
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,256,1,0,0.14528000354766846
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,512,1,0,0.1455456018447876
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,1024,1,0,0.14589760303497315
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,2048,1,0,0.15048960447311402
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,4096,1,0,0.15077120065689087
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,8192,1,0,0.1570688009262085
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,2,16384,1,0,0.1646783947944641
SGLang,1.0.0,NVIDIA H100,mla_generation,flashinfer,fp8_block,fp8,128,4,4,1,0,0.1363263964653015
