id,code,name,type_id:id
fp_facility_stamp_07_01101,TD.01101,1 – Untuk Kawasan Bebas,fp_transaction_type_07
fp_facility_stamp_07_01102,TD.01102,2 – Untuk Tempat Penimbunan Berikat,fp_transaction_type_07
fp_facility_stamp_07_01103,TD.01103,3 – Untuk Hibah dan Bantuan Luar Negeri,fp_transaction_type_07
fp_facility_stamp_07_01104,TD.01104,4 – Untuk Avtur,fp_transaction_type_07
fp_facility_stamp_07_01105,TD.01105,5 – Untuk Lainnya,fp_transaction_type_07
fp_facility_stamp_07_01106,TD.01106,6 – Untuk Kontraktor Perjanjian Karya Pengusahaan Pertambangan Batubara Generasi I,fp_transaction_type_07
fp_facility_stamp_07_01107,TD.01107,7 – Untuk Penyerahan bahan bakar minyak Untuk Kapal Angkutan Laut Luar Negeri,fp_transaction_type_07
fp_facility_stamp_07_01108,TD.01108,8 – Untuk Penyerahan jasa kena pajak terkait alat angkutan tertentu,fp_transaction_type_07
fp_facility_stamp_07_01109,TD.01109,9 – Untuk Penyerahan BKP Tertentu di KEK,fp_transaction_type_07
fp_facility_stamp_07_01110,TD.01110,10 – Untuk BKP tertentu yang bersifat strategis berupa anode slime,fp_transaction_type_07
fp_facility_stamp_07_01111,TD.01111,11 – Untuk Penyerahan alat angkutan tertentu dan/atau Jasa Kena Pajak terkait alat angkutan tertentu,fp_transaction_type_07
fp_facility_stamp_07_01112,TD.01112,12 – Untuk Penyerahan kepada Kontraktor Kerja Sama Migas yang mengikuti ketentuan Peraturan Pemerintah Nomor 27 Tahun 2017,fp_transaction_type_07
fp_facility_stamp_07_01113,TD.01113,13 - Penyerahan Rumah Tapak dan Satuan Rumah Susun Rumah Susun Ditanggung Pemerintah Tahun Anggaran 2021,fp_transaction_type_07
fp_facility_stamp_07_01114,TD.01114,14 - Penyerahan Jasa Sewa Ruangan atau Bangunan Kepada Pedagang Eceran yang Ditanggung Pemerintah Tahun Anggaran 2021,fp_transaction_type_07
fp_facility_stamp_07_01115,TD.01115,15 - Penyerahan Barang dan Jasa Dalam Rangka Penanganan Pandemi COVID-19 (PMK 239/PMK. 03/2020),fp_transaction_type_07
fp_facility_stamp_07_01116,TD.01116,16 - Insentif PMK-103/PMK.010/2021 berupa PPN atas Penyerahan Rumah Tapak dan Unit Hunian Rumah Susun yang Ditanggung Pemerintah Tahun Anggaran 2021,fp_transaction_type_07
fp_facility_stamp_07_01117,TD.01117,17 - Kawasan Ekonomi Khusus PP nomor 40 Tahun 2021,fp_transaction_type_07
fp_facility_stamp_07_01118,TD.01118,18 - Kawasan Bebas PP nomor 41 Tahun 2021,fp_transaction_type_07
fp_facility_stamp_07_01119,TD.01119,19 - Penyerahan Rumah Tapak dan Unit Hunian Rumah Susun yang Ditanggung Pemerintah Tahun Anggaran 2022,fp_transaction_type_07
fp_facility_stamp_07_01120,TD.01120,20 - PPN Ditanggung Pemerintah dalam rangka Penanganan Pandemi Corona Virus,fp_transaction_type_07
fp_facility_stamp_07_01121,TD.01121,21 - Penyerahan kepada Kontraktor Kerja Sama Migas yang mengikuti ketentuan Peraturan Pemerintah Nomor 53 Tahun 2017,fp_transaction_type_07
fp_facility_stamp_07_01122,TD.01122,22 - BKP strategis tertentu dalam bentuk anode slime dan emas butiran,fp_transaction_type_07
fp_facility_stamp_07_01123,TD.01123,23 - Untuk penyerahan kertas koran dan/atau majalah,fp_transaction_type_07
fp_facility_stamp_07_01124,TD.01124,24 - PPN tidak dipungut oleh Pemerintah lainnya,fp_transaction_type_07
fp_facility_stamp_07_01125,TD.01125,25 - BKP dan JKP tertentu,fp_transaction_type_07
fp_facility_stamp_07_01126,TD.01126,26 - Penyerahan BKP dan JKP di Ibu Kota Negara baru,fp_transaction_type_07
fp_facility_stamp_07_01127,TD.01127,27 - Penyerahan kendaraan listrik berbasis baterai,fp_transaction_type_07
fp_facility_stamp_08_01101,TD.01101,1 - Untuk BKP dan JKP Tertentu,fp_transaction_type_08
fp_facility_stamp_08_01102,TD.01102,2 - Untuk BKP Tertentu yang Bersifat Strategis,fp_transaction_type_08
fp_facility_stamp_08_01103,TD.01103,3 - Untuk Jasa Kebandarudaraan,fp_transaction_type_08
fp_facility_stamp_08_01104,TD.01104,4 - Untuk Lainnya,fp_transaction_type_08
fp_facility_stamp_08_01105,TD.01105,5 - Untuk BKP Tertentu yang Bersifat Strategis sesuai PP Nomor 81 Tahun 2015,fp_transaction_type_08
fp_facility_stamp_08_01106,TD.01106,6 - Untuk Penyerahan Jasa Kepelabuhan Tertentu Untuk kegiatan angkutan laut Luar Negeri,fp_transaction_type_08
fp_facility_stamp_08_01107,TD.01107,7 - Untuk Penyerahan Air Bersih,fp_transaction_type_08
fp_facility_stamp_08_01108,TD.01108,8 - Penyerahan BKP tertentu yang bersifat strategis berdasarkan PP 48 Tahun 2020,fp_transaction_type_08
fp_facility_stamp_08_01109,TD.01109,9 - Penyerahan kepada Perwakilan Negara Asing dan Badan Internasional serta Pejabatnya,fp_transaction_type_08
fp_facility_stamp_08_01110,TD.01110,10 - BKP dan JKP tertentu,fp_transaction_type_08
