,dataset_id,k,power,opt_loss
0,18840905,7,2.6393085499235864,0.3993909684146663
1,18870704,45,3.8947108621467446,0.4610596098156753
2,18931102,13,2.3472213454776236,0.47837983350231916
3,18960629,14,2.12442131038747,0.32316183934943804
4,18990407,34,2.5744456088026313,0.5790340986527491
5,19030303,30,2.04831533402262,0.695881666738814
6,19030524,4,1.66255573057429,0.6746317678806003
7,19041114,47,2.215363072052517,1.1477889673271031
8,19080304,2,3.3523375838452596,0.8187731478477214
9,19100728,50,3.6450308191436096,0.6071340493807538
10,19111201,19,2.2733272173370227,1.0214243120117965
11,19121101,10,4.6732137763953,1.0894016220989002
12,19141003,40,5.0,0.9679246421462578
13,19151205,16,1.3501149709705054,2.6768375694405733
14,19180123,39,2.4659770395897795,1.177935156463421
15,19180528,13,2.0038916572657675,0.6339147072919881
16,19210209,4,2.3059410426501517,0.9858005397612425
17,19220612,49,2.4438380519667167,0.8531651758975286
18,19230301,50,2.122786736667203,1.2217816400524755
19,19240731,50,2.777135792514771,0.6819080414486502
20,19241012,14,3.1910013240802093,0.9347292733639437
21,19260826,35,5.0,0.7196432236672438
22,19270210,5,2.525468549544892,1.1607276323181752
23,19270527,7,3.8999971633705526,0.7103309407719268
24,19271105,7,3.840921056887732,1.3204233989417127
25,19280804,30,3.175557668730735,1.2539968034355702
26,19300320,28,2.892697140697823,0.9224277948630063
27,19300829,13,5.0,0.743836268359929
28,19310217,23,2.511328952531918,1.3150997393480857
29,19310430,3,2.679482075987917,0.7628424871084419
30,19321230,49,4.327882176029072,1.8038652421878174
31,19341031,48,2.529453862941818,1.2577595549045824
32,19361118,39,3.772324202375977,2.0537608466291823
33,19370816,40,3.1501906182043187,1.1059311613671834
34,19420528,12,3.3349462926479503,1.301542492190882
35,19420708,14,3.7001892053205925,1.2292560562639085
36,19420730,49,3.2780334995443527,1.1595769200782018
37,19421130,49,4.097072122810518,1.4765999392315219
38,19430529,50,3.3508232111268224,1.3622349568970697
39,19440815,8,3.3404740497788024,1.3376525884151715
40,19460325,21,2.853657846779219,1.8963190977885496
41,19490718,23,2.479926519322943,1.316844962957631
42,19490928,6,2.7996382605833463,1.1904893046785683
43,19491109,7,2.9335949205026406,2.1008621455778993
44,19500802,15,2.6477555670824935,1.0767407577885102
45,19510412,50,2.574776321620831,1.4764429379242774
46,19530527,39,3.206957790095129,1.5411031805599187
47,19560321,33,2.8962538266300872,1.9404708520016654
48,19561216,49,3.7808948940549225,2.0209458903310398
49,19580911,42,3.0509062548007138,1.2696146736637808
50,19591125,32,3.1238344853421705,2.4457604171943452
51,19600217,23,2.542566318990501,2.4468940680734708
52,19611224,50,2.778117459145682,2.734384897720996
53,19620921,39,3.0086834459118177,1.327419514745994
54,19630714,30,2.269558928992613,1.336709363086602
55,19640524,26,2.4216178481183017,1.3013609846228797
56,19641206,29,3.6193511501873603,2.3253096323213662
57,19650128,22,4.259101189342977,2.373194973342417
58,19650530,27,3.3595144367644063,1.3078206079906287
59,19650928,49,2.3409201309318086,1.2721698362493556
60,19670602,36,3.039731617814757,1.2371212895042754
61,19720210,50,3.0347543602573293,2.2144275109246045
62,19721228,26,2.9992595065140497,2.258641500983387
63,19760211,11,2.8062988438797545,2.4335463777239243
64,19770423,25,2.7265594422521793,1.7047068352742427
65,19770603,18,2.389321312836271,1.431190753176119
66,19781112,37,3.264449627239825,2.023243800988268
67,19811215,15,2.972124022306277,2.8885932753393475
68,19811225,16,3.0092408387560914,2.804165846356617
69,19891212,19,3.5114115798174463,2.318925327684456
70,19900510,20,3.0834132663023386,1.4925781881454465
71,19910607,24,2.726685294553425,1.3663468727549761
72,19930221,11,4.3905871941429835,2.2904774964175894
73,19930726,35,2.7613679550777266,1.2671746942852784
74,19970204,8,2.7197025783239326,2.227359748245544
75,19990506,43,2.6499380339326097,1.6624112667263906
76,20000710,17,2.0013255930940104,1.403520049145739
77,20010426,13,2.309401912817941,1.5165823261977005
78,20030201,29,2.1471782199440588,2.537743383165652
79,20060217,29,3.1033385891030676,2.2296253353233144
80,20060313,25,2.846579821639198,2.084135060502196
81,20060714,50,3.392500266901304,1.550970759241752
82,20081204,30,3.900648002214171,1.8569281115946163
83,20090127,12,2.8027330591632515,2.246860308683266
84,20090311,27,2.6845894272354642,2.24526555120663
85,20100310,32,3.0169076144638156,1.9076596951227363
86,20100729,15,2.1046052897861594,1.3463814074144873
87,20100826,48,3.9353441133665563,1.859861252682277
88,20100916,12,2.3211780075032107,1.4315073131346823
89,20110701,32,2.4223692234778746,1.5497368865038337
90,20120104,26,2.6667306838723324,2.1296504717250326
91,20151108,41,3.3022917072116647,1.9416168652448655
92,20151227,10,2.6575352598863224,2.877695224761071
93,20170425,46,2.8683974759934805,1.8505073635800298
94,20201106,35,2.2405334625530258,1.395118775818051
95,20210609,43,2.3815014243688277,0.9457522461556792
96,20220104,15,2.9971425396764153,1.7664211292447218
97,20230224,24,2.9707953059143137,1.6008232166523215
98,20240105,50,3.740828297082631,2.7297646854045516
99,20250331,37,2.881392302185789,1.3709713459066406
